,Planet_Mass,Epsilon,Alpha,Stokes,Aspect_Ratio,SigmaSlope,Dust_gap_1,Gas_gap_1,Dust_depth_1,Gas_depth_1,Dust_gap_2,Dust_depth_2,#_DG,#_GG
157,117.99999999999999,0.0844,0.008790000000000001,0.0907,0.0398,1.13,0.804,0.336,7.410000000000001e-22,2e-05,0.0,0.0,1.0,1.0
158,107.33333333333334,0.0444,0.006809999999999999,0.0694,0.0762,1.42,0.107,0.0,4.6399999999999997e-07,0.0,0.0,0.0,1.0,0.0
159,85.66666666666666,0.0135,0.000154,0.0553,0.0877,0.86,1.05,0.35700000000000004,5.859999999999999e-64,3.91e-05,0.0,0.0,1.0,1.0
160,65.33333333333333,0.0304,0.00323,0.0799,0.0385,1.26,0.8079999999999999,0.267,5.65e-32,2e-05,0.0,0.0,1.0,1.0
161,119.66666666666666,0.0329,0.00808,0.097,0.061,0.805,0.71,0.0,2.2700000000000002e-10,0.0,0.0,0.0,1.0,0.0
162,49.666666666666664,0.0763,0.000434,0.0582,0.0864,1.29,0.759,0.0,2.21e-06,0.0,0.0,0.0,1.0,0.0
163,118.33333333333331,0.0265,0.00584,0.054,0.0382,1.12,0.8079999999999999,0.32799999999999996,1.64e-20,1.32e-05,0.0,0.0,1.0,1.0
164,103.66666666666666,0.0634,0.00038500000000000003,0.0402,0.0725,0.625,0.993,0.447,1.55e-23,1.9699999999999998e-05,0.0,0.0,1.0,1.0
165,102.0,0.013,0.00942,0.0206,0.058,1.49,0.6890000000000001,0.0,6.090000000000001e-10,0.0,0.0,0.0,1.0,0.0
166,41.333333333333336,0.0319,0.0013,0.0174,0.0696,0.754,0.066,0.0,4.94e-07,0.0,0.0,0.0,1.0,0.0
167,47.666666666666664,0.0846,0.000731,0.0317,0.0527,0.705,0.845,0.275,2.1899999999999995e-19,2.9299999999999997e-05,0.0,0.0,1.0,1.0
168,99.0,0.0145,0.00472,0.0239,0.0841,1.01,0.086,0.0,1.5199999999999998e-07,0.0,0.0,0.0,1.0,0.0
169,97.33333333333333,0.0811,0.00481,0.0505,0.0262,0.665,0.841,0.345,3.11e-09,1.34e-06,0.0,0.0,1.0,1.0
170,88.33333333333333,0.0274,0.0059,0.00797,0.0432,0.693,0.726,0.242,1.14e-09,3.2e-05,0.0,0.0,1.0,1.0
171,28.766666666666666,0.0482,0.00596,0.0687,0.0296,1.46,0.7140000000000001,0.139,5.22e-17,4.09e-05,0.0,0.0,1.0,1.0
172,108.33333333333333,0.0942,0.0007480000000000001,0.0316,0.0777,1.32,1.005,0.44299999999999995,1.27e-14,2.99e-05,0.0,0.0,1.0,1.0
173,65.66666666666666,0.0208,0.006229999999999999,0.0711,0.063,0.7290000000000001,0.6559999999999999,0.0,5.42e-08,0.0,0.0,0.0,1.0,0.0
174,86.33333333333333,0.0972,0.00386,0.0518,0.0388,0.516,0.816,0.32,8.040000000000001e-23,1.4300000000000002e-05,0.0,0.0,1.0,1.0
175,23.433333333333334,0.0456,0.00532,0.0050799999999999994,0.0444,1.14,0.07,0.0,1.32e-06,0.0,0.0,0.0,1.0,0.0
176,85.99999999999999,0.0578,0.0041,0.0835,0.0392,0.883,0.8240000000000001,0.32,5.76e-31,1.55e-05,0.0,0.0,1.0,1.0
177,48.333333333333336,0.0965,0.007370000000000001,0.0588,0.0288,0.52,0.738,0.213,6.26e-16,2.4299999999999998e-05,0.0,0.0,1.0,1.0
178,87.0,0.0269,0.00164,0.0741,0.0678,1.31,0.87,0.287,3.5400000000000003e-29,3.9500000000000005e-05,0.0,0.0,1.0,1.0
179,96.66666666666667,0.0914,0.0092,0.0619,0.0828,0.53,0.08199999999999999,0.0,1.4e-06,0.0,0.0,0.0,1.0,0.0
180,54.0,0.0529,0.00441,0.079,0.0268,0.9890000000000001,0.775,0.25,6.8e-24,8.3e-06,0.0,0.0,1.0,1.0
181,59.66666666666667,0.0432,0.004529999999999999,0.0658,0.0537,1.26,0.701,0.0,6.77e-15,0.0,0.0,0.0,1.0,0.0
182,85.33333333333333,0.0242,0.0010400000000000001,0.0807,0.034,1.28,0.562,0.361,1.7000000000000001e-09,1.31e-06,0.316,1.82e-09,2.0,1.0
183,79.33333333333333,0.0918,0.009290000000000001,0.0373,0.0814,1.23,0.066,0.0,1.61e-06,0.0,0.0,0.0,1.0,0.0
184,107.33333333333334,0.0364,0.00183,0.0562,0.0758,1.05,0.7959999999999999,0.213,7.37e-14,4.47e-05,0.0,0.0,1.0,1.0
185,8.6,0.0409,0.000162,0.0811,0.043,0.93,0.759,0.0,5.070000000000001e-28,0.0,0.0,0.0,1.0,0.0
186,113.66666666666666,0.018,0.00182,0.0966,0.064,0.527,0.927,0.345,9.37e-41,2.9600000000000005e-05,0.0,0.0,1.0,1.0
187,79.99999999999999,0.081,0.007540000000000001,0.0832,0.0347,1.41,0.779,0.271,1.4999999999999998e-20,2.11e-05,0.0,0.0,1.0,1.0
188,110.0,0.0555,0.008870000000000001,0.0745,0.0345,0.512,0.787,0.304,1.46e-20,1.52e-05,0.0,0.0,1.0,1.0
189,28.96666666666667,0.0598,0.00010400000000000001,0.0265,0.0463,0.877,0.254,0.258,1.6199999999999999e-18,1.59e-05,0.525,1.37e-10,2.0,1.0
190,119.66666666666666,0.0335,0.000583,0.058,0.0741,0.87,1.013,0.447,1.3099999999999999e-30,2.1899999999999997e-05,0.0,0.0,1.0,1.0
191,99.99999999999999,0.0831,0.0063,0.091,0.084,1.25,0.053,0.0,3.41e-06,0.0,0.0,0.0,1.0,0.0
192,8.5,0.0896,0.00505,0.0784,0.0327,1.32,0.636,0.0,1.35e-07,0.0,0.0,0.0,1.0,0.0
193,71.66666666666666,0.0472,0.00788,0.0865,0.062,0.98,0.705,0.0,6.8099999999999994e-09,0.0,0.0,0.0,1.0,0.0
194,119.0,0.0654,0.00366,0.0533,0.0394,0.83,0.861,0.373,1.06e-23,7.91e-06,0.0,0.0,1.0,1.0
195,92.66666666666666,0.0982,0.0054,0.0973,0.0514,0.723,0.8370000000000001,0.32799999999999996,4.19e-27,3.07e-05,0.0,0.0,1.0,1.0
196,114.33333333333333,0.048,0.00563,0.0246,0.0897,1.13,0.086,0.0,5.25e-07,0.0,0.0,0.0,1.0,0.0
197,29.6,0.0531,0.00302,0.0621,0.035,0.66,0.7509999999999999,0.168,2.33e-23,3.71e-05,0.0,0.0,1.0,1.0
198,57.0,0.0314,0.000624,0.089,0.0472,1.22,0.8859999999999999,0.312,1.5699999999999998e-62,1.36e-05,0.0,0.0,1.0,1.0
199,98.66666666666666,0.0133,0.00265,0.0572,0.0354,1.02,0.8370000000000001,0.34,1.6000000000000001e-28,4.85e-06,0.0,0.0,1.0,1.0
200,49.0,0.0193,0.00894,0.0363,0.0481,1.44,0.669,0.0,2.9499999999999996e-10,0.0,0.0,0.0,1.0,0.0
201,96.0,0.0585,0.0079,0.0167,0.0265,0.97,0.742,0.304,8.1e-12,4.53e-06,0.0,0.0,1.0,1.0
202,93.0,0.0115,0.00488,0.0274,0.0652,0.905,0.738,0.0,5.21e-13,0.0,0.0,0.0,1.0,0.0
203,54.666666666666664,0.079,0.00602,0.0286,0.0592,1.39,0.648,0.0,1.1699999999999999e-07,0.0,0.0,0.0,1.0,0.0
204,84.99999999999999,0.054,0.00891,0.0251,0.0823,1.11,0.07,0.0,7.94e-07,0.0,0.0,0.0,1.0,0.0
205,83.00000000000001,0.0288,0.00843,0.0345,0.0677,0.9590000000000001,0.115,0.0,1.67e-07,0.0,0.0,0.0,1.0,0.0
206,82.66666666666667,0.0498,0.007359999999999999,0.0935,0.075,1.28,0.057,0.0,1.89e-06,0.0,0.0,0.0,1.0,0.0
207,62.333333333333336,0.0469,0.00147,0.0298,0.078,0.68,0.701,0.0,2.45e-07,0.0,0.0,0.0,1.0,0.0
208,9.533333333333335,0.1,0.000822,0.0748,0.0438,1.07,0.6729999999999999,0.0,1.44e-06,0.0,0.0,0.0,1.0,0.0
209,82.66666666666667,0.0802,0.00772,0.0971,0.0413,1.34,0.7879999999999999,0.25,8.940000000000002e-22,3.17e-05,0.0,0.0,1.0,1.0
210,88.99999999999999,0.0664,0.0065,0.0457,0.0588,1.15,0.7140000000000001,0.0,2.63e-11,0.0,0.0,0.0,1.0,0.0
211,81.0,0.0391,0.00299,0.0137,0.0938,0.6609999999999999,0.057,0.0,1.07e-06,0.0,0.0,0.0,1.0,0.0
212,18.03333333333333,0.062,0.0014199999999999998,0.0415,0.0272,1.07,0.693,0.16,6.120000000000001e-23,2.1600000000000003e-05,0.0,0.0,1.0,1.0
213,87.33333333333334,0.0385,0.0016600000000000002,0.0188,0.054,0.79,0.845,0.308,8.95e-16,2.48e-05,0.0,0.0,1.0,1.0
214,95.0,0.0625,0.00124,0.0915,0.0957,1.42,0.73,0.0,1.82e-06,0.0,0.0,0.0,1.0,0.0
215,80.33333333333333,0.0556,0.00504,0.0755,0.0373,0.7240000000000001,0.804,0.28300000000000003,7.559999999999999e-26,1.89e-05,0.0,0.0,1.0,1.0
216,102.99999999999999,0.0184,0.00151,0.0698,0.0845,1.26,0.705,0.0,1.85e-07,0.0,0.107,5.31e-07,2.0,0.0
217,115.33333333333333,0.0807,0.000921,0.0015400000000000001,0.089,0.619,0.8,0.0,1.2199999999999998e-07,0.0,0.0,0.0,1.0,0.0
218,92.33333333333333,0.0879,0.0074,0.0138,0.0333,1.24,0.7340000000000001,0.28300000000000003,1.9800000000000001e-10,1.53e-05,0.0,0.0,1.0,1.0
219,98.33333333333334,0.0302,0.00225,0.00286,0.0577,1.14,0.755,0.287,6.17e-09,3.19e-05,0.0,0.0,1.0,1.0
220,65.33333333333333,0.0473,0.00646,0.0341,0.0602,1.42,0.6729999999999999,0.0,2.81e-08,0.0,0.0,0.0,1.0,0.0
221,29.699999999999992,0.0645,0.00489,0.0919,0.0487,0.737,0.701,0.0,4.36e-09,0.0,0.0,0.0,1.0,0.0
222,88.66666666666667,0.0945,0.00313,0.0732,0.0773,1.29,0.804,0.0,4.41e-07,0.0,0.0,0.0,1.0,0.0
223,46.99999999999999,0.047,0.000195,0.0486,0.0502,0.635,0.8740000000000001,0.308,5.31e-30,1.23e-05,0.0,0.0,1.0,1.0
224,91.0,0.0925,0.00205,0.0183,0.0513,0.585,0.841,0.32,6.35e-15,2.1899999999999997e-05,0.0,0.0,1.0,1.0
225,49.99999999999999,0.0772,0.00831,0.0627,0.0577,0.642,0.644,0.0,1.53e-07,0.0,0.0,0.0,1.0,0.0
226,49.33333333333333,0.058,0.00857,0.0679,0.0541,1.27,0.669,0.0,3.0499999999999995e-08,0.0,0.0,0.0,1.0,0.0
227,82.0,0.0418,0.00465,0.0209,0.0772,1.06,0.094,0.0,3.47e-07,0.0,0.0,0.0,1.0,0.0
228,81.66666666666666,0.0156,0.00984,0.0166,0.0722,1.21,0.09,0.0,2.15e-07,0.0,0.0,0.0,1.0,0.0
229,102.33333333333333,0.0451,0.00496,0.0414,0.0545,1.5,0.755,0.24600000000000002,8.63e-18,3.8299999999999996e-05,0.0,0.0,1.0,1.0
230,58.666666666666664,0.0888,0.00255,0.0845,0.0687,1.42,0.8,0.0,1.04e-07,0.0,0.0,0.0,1.0,0.0
231,37.333333333333336,0.058,0.000665,0.0694,0.0694,1.43,0.812,0.0,3.88e-07,0.0,0.0,0.0,1.0,0.0
232,51.333333333333336,0.0112,0.007359999999999999,0.00517,0.0509,1.4,0.115,0.0,1.8899999999999999e-07,0.0,0.0,0.0,1.0,0.0
233,65.0,0.0543,0.00186,0.0154,0.0808,0.7829999999999999,0.078,0.0,8.15e-07,0.0,0.0,0.0,1.0,0.0
234,107.0,0.0472,0.0037600000000000003,0.0782,0.04,0.6890000000000001,0.861,0.353,1.78e-32,1.0800000000000002e-05,0.0,0.0,1.0,1.0
235,58.99999999999999,0.0371,0.00992,0.0122,0.0643,0.649,0.09,0.0,7.040000000000001e-07,0.0,0.0,0.0,1.0,0.0
236,110.66666666666666,0.0297,0.00982,0.0899,0.0549,1.45,0.722,0.0,3.97e-14,0.0,0.0,0.0,1.0,0.0
237,51.666666666666664,0.0931,0.00647,0.0781,0.026,0.5,0.755,0.23800000000000002,3.03e-20,1.25e-05,0.0,0.0,1.0,1.0
238,55.33333333333333,0.0894,0.00627,0.0873,0.0472,0.912,0.763,0.127,1.0099999999999999e-17,4.6500000000000005e-05,0.0,0.0,1.0,1.0
239,53.00000000000001,0.022,0.006490000000000001,0.027,0.0725,0.565,0.062,0.0,3.2200000000000005e-07,0.0,0.0,0.0,1.0,0.0
240,100.33333333333333,0.0375,0.0089,0.0097,0.083,1.3,0.07,0.0,1.22e-06,0.0,0.0,0.0,1.0,0.0
241,110.66666666666666,0.0707,0.00925,0.0628,0.0787,1.24,0.107,0.0,6.970000000000001e-07,0.0,0.0,0.0,1.0,0.0
242,99.66666666666667,0.0716,0.00821,0.035,0.0862,1.4,0.07,0.0,1.22e-06,0.0,0.0,0.0,1.0,0.0
243,81.0,0.061,0.0027300000000000002,0.0391,0.0648,1.04,0.804,0.0,1.5699999999999999e-13,0.0,0.0,0.0,1.0,0.0
244,33.666666666666664,0.0619,0.000335,0.0278,0.0737,0.965,0.804,0.0,4.38e-07,0.0,0.0,0.0,1.0,0.0
245,83.66666666666666,0.0206,0.00128,0.0378,0.0708,1.03,0.7709999999999999,0.185,1.98e-17,4.61e-05,0.0,0.0,1.0,1.0
246,111.33333333333333,0.0357,0.00717,0.0247,0.055,0.607,0.755,0.156,7.19e-12,4.6299999999999994e-05,0.0,0.0,1.0,1.0
247,110.0,0.0292,0.00198,0.0976,0.0374,1.47,0.915,0.39,2.78e-30,3.08e-06,0.0,0.0,1.0,1.0
248,65.0,0.0844,0.00943,0.051,0.0681,0.634,0.094,0.0,6.1e-07,0.0,0.0,0.0,1.0,0.0
249,89.33333333333333,0.0182,0.0019199999999999998,0.091,0.0679,1.06,0.7959999999999999,0.213,5.65e-25,4.46e-05,0.0,0.0,1.0,1.0
250,55.99999999999999,0.0398,0.000599,0.0531,0.0382,0.872,0.8490000000000001,0.299,5.48e-22,4.99e-06,0.0,0.0,1.0,1.0
251,75.0,0.0119,0.00349,0.0789,0.0642,1.36,0.726,0.0,3.2199999999999997e-10,0.0,0.0,0.0,1.0,0.0
252,79.99999999999999,0.0916,0.00673,0.0892,0.0353,0.5489999999999999,0.792,0.28300000000000003,4.0000000000000004e-24,1.9600000000000002e-05,0.0,0.0,1.0,1.0
253,107.0,0.0214,0.00807,0.069,0.0572,1.02,0.767,0.0,5.099999999999999e-20,0.0,0.0,0.0,1.0,0.0
254,111.66666666666667,0.0228,0.0016699999999999998,0.00657,0.0829,1.09,0.7709999999999999,0.0,7.7e-09,0.0,0.0,0.0,1.0,0.0
255,68.33333333333333,0.057,0.0057799999999999995,0.0521,0.0638,0.544,0.71,0.0,5.7700000000000005e-09,0.0,0.0,0.0,1.0,0.0
256,82.0,0.0802,0.00022,0.0522,0.0876,1.44,0.857,0.574,3.1e-16,2.72e-05,0.0,0.0,1.0,1.0
257,111.0,0.0889,0.00328,0.0819,0.0836,1.3,0.841,0.0,2.2e-07,0.0,0.0,0.0,1.0,0.0
258,57.333333333333336,0.0605,0.00617,0.0837,0.0311,1.28,0.767,0.23800000000000002,7.96e-22,2.07e-05,0.0,0.0,1.0,1.0
259,57.0,0.0331,0.00359,0.0612,0.0442,0.561,0.792,0.209,4.75e-23,3.64e-05,0.0,0.0,1.0,1.0
260,53.00000000000001,0.0445,0.00765,0.0712,0.0522,0.7809999999999999,0.7140000000000001,0.0,4.04e-13,0.0,0.0,0.0,1.0,0.0
261,65.33333333333333,0.0129,0.000178,0.09,0.074,0.508,0.9840000000000001,0.35700000000000004,1.41e-48,3.229999999999999e-05,0.0,0.0,1.0,1.0
262,72.0,0.0832,0.00244,0.0139,0.049,1.31,0.7959999999999999,0.263,2.7099999999999996e-12,2.97e-05,0.0,0.0,1.0,1.0
263,92.33333333333333,0.0381,0.0057,0.0866,0.0376,1.16,0.804,0.295,1.66e-26,1.7800000000000002e-05,0.0,0.0,1.0,1.0
264,22.03333333333333,0.0913,0.00581,0.0716,0.0268,0.943,0.705,0.127,1.1299999999999999e-16,4.07e-05,0.0,0.0,1.0,1.0
265,67.33333333333333,0.0284,0.0009460000000000001,0.0679,0.0775,0.621,0.816,0.0,2.32e-09,0.0,0.0,0.0,1.0,0.0
266,67.66666666666666,0.0171,0.0098,0.0689,0.0357,1.23,0.7340000000000001,0.18899999999999997,1.79e-15,3.79e-05,0.0,0.0,1.0,1.0
267,114.33333333333333,0.0175,0.00826,0.00236,0.051,0.742,0.258,0.18899999999999997,1.15e-07,4.3700000000000005e-05,0.0,0.0,1.0,1.0
268,88.66666666666667,0.0919,0.0054399999999999995,0.0156,0.0893,0.7759999999999999,0.078,0.0,1.74e-06,0.0,0.0,0.0,1.0,0.0
269,41.666666666666664,0.0575,0.000517,0.0437,0.0378,0.895,0.82,0.262,3.39e-23,8.2e-06,0.0,0.0,1.0,1.0
270,52.66666666666667,0.0592,0.00835,0.0107,0.055,0.792,0.115,0.0,5.02e-07,0.0,0.0,0.0,1.0,0.0
271,88.33333333333333,0.0194,0.00406,0.0399,0.0627,1.33,0.705,0.0,4.87e-13,0.0,0.0,0.0,1.0,0.0
272,83.33333333333333,0.0907,0.00742,0.0319,0.0707,0.745,0.11900000000000001,0.0,3.84e-07,0.0,0.0,0.0,1.0,0.0
273,74.00000000000001,0.0391,0.000236,0.0333,0.0686,0.9940000000000001,0.968,0.373,4.8099999999999996e-20,2.33e-05,0.0,0.0,1.0,1.0
274,100.66666666666667,0.075,0.006959999999999999,0.0942,0.0621,1.16,0.779,0.0,3.27e-08,0.0,0.0,0.0,1.0,0.0
275,27.366666666666664,0.0253,0.00351,0.0326,0.0495,0.8590000000000001,0.6559999999999999,0.0,1.56e-08,0.0,0.0,0.0,1.0,0.0
276,29.433333333333334,0.0139,0.00131,0.00475,0.0543,0.7,0.705,0.0,4.1600000000000005e-09,0.0,0.0,0.0,1.0,0.0
277,118.33333333333331,0.0496,0.0092,0.068,0.0272,0.59,0.8,0.336,4.53e-18,3.74e-06,0.0,0.0,1.0,1.0
278,63.33333333333333,0.0574,0.00883,0.00335,0.0563,0.575,0.115,0.0,1.66e-06,0.0,0.0,0.0,1.0,0.0
279,85.33333333333333,0.0821,0.0047,0.0914,0.0425,0.57,0.8240000000000001,0.324,3.4499999999999998e-31,2.12e-05,0.0,0.0,1.0,1.0
280,66.99999999999999,0.04,0.0008960000000000001,0.0863,0.0667,1.0,0.9109999999999999,0.353,1.6399999999999997e-37,3.47e-05,0.0,0.0,1.0,1.0
281,35.0,0.0127,0.006840000000000001,0.0276,0.0535,1.04,0.078,0.0,8.199999999999999e-08,0.0,0.0,0.0,1.0,0.0
282,58.33333333333333,0.0649,0.009009999999999999,0.026,0.0594,0.9490000000000001,0.115,0.0,2.9199999999999997e-07,0.0,0.0,0.0,1.0,0.0
283,36.0,0.0816,0.000566,0.0816,0.0505,0.95,0.841,0.316,1.2899999999999999e-38,2.61e-05,0.0,0.0,1.0,1.0
284,50.66666666666667,0.0477,0.00428,0.0495,0.0312,1.29,0.759,0.226,6.990000000000001e-19,1.89e-05,0.0,0.0,1.0,1.0
285,71.0,0.0595,0.00728,0.0906,0.0491,1.37,0.7140000000000001,0.107,4.7e-13,4.7499999999999996e-05,0.0,0.0,1.0,1.0
286,25.966666666666665,0.0704,0.00486,0.039,0.0454,1.21,0.669,0.0,3.7e-09,0.0,0.0,0.0,1.0,0.0
287,60.0,0.074,0.008029999999999999,0.0208,0.067,1.32,0.09,0.0,6.57e-07,0.0,0.0,0.0,1.0,0.0
288,54.0,0.0751,0.00587,0.0204,0.076,0.8859999999999999,0.062,0.0,1.31e-06,0.0,0.0,0.0,1.0,0.0
289,37.333333333333336,0.0406,0.00943,0.0017800000000000001,0.0323,1.03,0.172,0.0,5.14e-07,0.0,0.0,0.0,1.0,0.0
290,119.33333333333334,0.0397,0.00458,0.0507,0.0355,0.995,0.833,0.361,2.55e-21,6.2e-06,0.0,0.0,1.0,1.0
291,102.99999999999999,0.0105,0.00939,0.0861,0.0495,1.28,0.767,0.11900000000000001,4.21e-19,4.71e-05,0.0,0.0,1.0,1.0
292,40.333333333333336,0.0895,0.0071,0.0241,0.0502,1.12,0.652,0.0,5.71e-08,0.0,0.0,0.0,1.0,0.0
293,98.0,0.0436,0.00265,0.0337,0.0458,1.29,0.8370000000000001,0.32799999999999996,1.36e-20,1.65e-05,0.0,0.0,1.0,1.0
294,66.33333333333334,0.0358,0.00283,0.0288,0.07,1.44,0.6559999999999999,0.0,9.240000000000001e-08,0.0,0.0,0.0,1.0,0.0
295,53.333333333333336,0.082,0.0077,0.0562,0.0515,0.9620000000000001,0.705,0.0,1.4299999999999999e-08,0.0,0.0,0.0,1.0,0.0
296,58.0,0.0819,0.0084,0.0497,0.0647,1.37,0.09,0.0,6.110000000000001e-07,0.0,0.0,0.0,1.0,0.0
297,12.166666666666666,0.029,0.00199,0.0476,0.0252,1.05,0.701,0.115,2.4199999999999997e-21,3.66e-05,0.0,0.0,1.0,1.0
298,31.766666666666666,0.0793,0.00016999999999999999,0.0203,0.0649,1.01,0.878,0.0,5.870000000000001e-13,0.0,0.0,0.0,1.0,0.0
299,71.33333333333334,0.0554,0.007940000000000001,0.0397,0.0498,0.625,0.73,0.0,3.01e-12,0.0,0.0,0.0,1.0,0.0
300,108.66666666666664,0.0481,0.00321,0.0753,0.0381,1.45,0.878,0.373,2.68e-28,6.69e-06,0.0,0.0,1.0,1.0
301,94.33333333333333,0.0661,0.0073,0.0957,0.0765,0.635,0.09,0.0,1.46e-06,0.0,0.0,0.0,1.0,0.0
302,48.666666666666664,0.0203,0.008190000000000001,0.0283,0.0257,1.45,0.705,0.209,2.42e-12,1.95e-05,0.0,0.0,1.0,1.0
303,107.33333333333334,0.0617,0.0078,0.0599,0.0638,1.11,0.746,0.0,3.2799999999999996e-08,0.0,0.0,0.0,1.0,0.0
304,38.33333333333333,0.0731,0.00575,0.073,0.0547,1.39,0.664,0.0,1.99e-07,0.0,0.0,0.0,1.0,0.0
305,74.66666666666667,0.0864,0.0005,0.0474,0.0844,1.45,0.988,0.39799999999999996,1.6100000000000003e-07,3.4200000000000005e-05,0.0,0.0,1.0,1.0
306,13.0,0.0606,0.00146,0.081,0.0442,0.924,0.6970000000000001,0.0,1.57e-07,0.0,0.0,0.0,1.0,0.0
307,114.33333333333333,0.041,0.0036799999999999997,0.00698,0.0674,0.972,0.742,0.0,6.74e-10,0.0,0.0,0.0,1.0,0.0
308,86.33333333333333,0.0563,0.009559999999999999,0.055,0.0416,1.45,0.7509999999999999,0.217,5.11e-14,3.77e-05,0.0,0.0,1.0,1.0
309,96.33333333333334,0.0582,0.00277,0.0997,0.0817,0.6,0.8370000000000001,0.0,2.55e-07,0.0,0.0,0.0,1.0,0.0
310,48.333333333333336,0.0388,0.0008880000000000001,0.00987,0.028,1.05,0.5579999999999999,0.271,1.1000000000000001e-08,1.34e-06,0.0,0.0,1.0,1.0
311,67.33333333333333,0.037,0.0088,0.0968,0.0517,0.56,0.722,0.0,1.55e-10,0.0,0.0,0.0,1.0,0.0
312,112.33333333333333,0.0235,0.00639,0.0583,0.084,1.35,0.062,0.0,5.979999999999999e-07,0.0,0.0,0.0,1.0,0.0
313,30.533333333333328,0.0442,0.00236,0.0632,0.0349,1.01,0.759,0.185,3.0200000000000003e-27,3.14e-05,0.0,0.0,1.0,1.0
314,99.66666666666667,0.0966,0.00101,0.007890000000000001,0.0317,1.49,0.66,0.386,8.69e-09,3.4899999999999996e-07,0.0,0.0,1.0,1.0
