,Planet_Mass,Epsilon,Alpha,Stokes,Aspect_Ratio,SigmaSlope,Dust_gap_1,Dust_gap_2
731,106.0,0.0535,0.000409,0.0217,0.0477,0.606,0.562,0.336
480,74.33333333333333,0.0616,0.0058200000000000005,0.0322,0.057,1.07,0.664,0.0
209,82.66666666666667,0.0802,0.00772,0.0971,0.0413,1.34,0.7879999999999999,0.0
392,60.33333333333334,0.0736,0.004529999999999999,0.0794,0.0318,0.529,0.7879999999999999,0.0
499,77.0,0.052000000000000005,0.00628,0.0194,0.0721,1.06,0.098,0.0
470,42.33333333333333,0.0196,0.000253,0.0252,0.0757,0.762,0.861,0.0
168,99.0,0.0145,0.00472,0.0239,0.0841,1.01,0.086,0.0
38,73.33333333333333,0.0875,0.001,0.0708,0.0936,0.769,0.669,0.0
494,111.0,0.0533,0.00418,0.0484,0.0868,1.41,0.078,0.0
678,98.0,0.0937,0.000112,0.0999,0.0663,0.652,0.111,0.8370000000000001
644,52.0,0.0967,0.0059700000000000005,0.0539,0.0658,0.6759999999999999,0.086,0.0
301,94.33333333333331,0.0661,0.0073,0.0957,0.0765,0.635,0.09,0.0
522,72.66666666666667,0.07200000000000001,0.00199,0.0833,0.0295,1.09,0.562,0.267
537,30.73333333333333,0.0947,0.00656,0.0396,0.0384,1.1,0.6970000000000001,0.0
668,106.66666666666669,0.0324,0.000995,0.00748,0.045,0.98,0.853,0.0
164,103.66666666666666,0.0634,0.000385,0.0402,0.0725,0.625,0.993,0.0
124,95.33333333333331,0.0748,0.00161,0.0411,0.0418,0.5710000000000001,0.878,0.0
155,23.9,0.0118,0.008159999999999999,0.0744,0.0453,0.517,0.07,0.0
337,106.66666666666669,0.0967,0.007659999999999998,0.0584,0.075,1.26,0.685,0.0
59,84.99999999999999,0.0495,0.00528,0.0026100000000000003,0.0284,0.57,0.496,0.0
646,76.33333333333333,0.0436,0.00457,0.0755,0.0591,1.27,0.7959999999999999,0.0
305,74.66666666666667,0.0864,0.0005,0.0474,0.0844,1.45,0.988,0.0
735,90.33333333333331,0.0526,0.00243,0.0194,0.0785,0.97,0.7340000000000001,0.0
617,82.33333333333334,0.0953,0.00288,0.0746,0.0773,0.804,0.8,0.0
344,112.66666666666666,0.0583,0.008759999999999999,0.0764,0.0312,0.7709999999999999,0.7959999999999999,0.0
462,101.0,0.0958,0.00938,0.0148,0.0906,0.7340000000000001,0.078,0.0
453,55.99999999999999,0.0648,0.00554,0.0362,0.0434,0.65,0.742,0.0
312,112.33333333333331,0.0235,0.00639,0.0583,0.084,1.35,0.062,0.0
428,112.33333333333331,0.0165,0.00156,0.0901,0.044000000000000004,1.5,0.931,0.0
498,120.0,0.0675,0.00716,0.0213,0.0595,0.688,0.705,0.0
467,109.0,0.0358,0.00946,0.0412,0.08,1.18,0.094,0.0
159,85.66666666666666,0.0135,0.000154,0.0553,0.0877,0.86,1.05,0.0
51,59.33333333333333,0.0961,0.00335,0.0709,0.0599,0.539,0.722,0.0
565,101.66666666666666,0.0138,0.00143,0.0725,0.0334,0.888,0.89,0.0
703,29.133333333333336,0.0955,0.00155,0.0816,0.0546,1.5,0.7959999999999999,0.0
529,107.66666666666666,0.0952,0.00695,0.0485,0.0267,1.36,0.8,0.0
362,46.99999999999999,0.0673,0.00133,0.0214,0.0754,0.713,0.066,0.0
479,27.46666666666667,0.0928,0.000442,0.0731,0.0385,1.14,0.8,0.0
741,88.0,0.0698,0.000286,0.0452,0.0569,0.987,0.935,0.0
220,65.33333333333333,0.0473,0.00646,0.0341,0.0602,1.42,0.6729999999999999,0.0
526,91.33333333333334,0.0799,0.00359,0.0465,0.0806,0.726,0.6890000000000001,0.0
309,96.33333333333334,0.0582,0.00277,0.0997,0.0817,0.6,0.8370000000000001,0.0
74,14.2,0.0776,0.003820000000000001,0.0963,0.0315,1.38,0.705,0.0
283,36.0,0.0816,0.000566,0.0816,0.0505,0.95,0.841,0.0
576,10.3,0.0679,0.00534,0.07400000000000001,0.0348,0.96,0.632,0.0
349,25.4,0.0652,0.00783,0.0953,0.0303,0.764,0.705,0.0
531,93.33333333333331,0.0233,0.00642,0.0162,0.0283,0.5820000000000001,0.759,0.0
4,75.66666666666666,0.0219,0.00151,0.0684,0.0508,1.29,0.878,0.0
785,79.0,0.0429,0.0083,0.0558,0.0683,1.03,0.103,0.0
438,54.33333333333332,0.0689,0.00555,0.0135,0.0565,1.24,0.644,0.0
465,112.0,0.0431,0.00648,0.0692,0.0415,1.11,0.8079999999999999,0.0
607,30.16666666666667,0.0909,0.0081,0.0682,0.0299,0.6659999999999999,0.71,0.0
538,90.0,0.0937,0.000929,0.0943,0.0952,0.897,0.89,0.0
693,74.00000000000001,0.0538,0.00107,0.0934,0.0586,1.29,0.915,0.0
5,99.66666666666669,0.0814,0.00356,0.0259,0.0798,0.71,0.705,0.0
142,116.66666666666666,0.0348,0.000962,0.0761,0.0343,1.45,0.504,0.349
573,78.66666666666666,0.0979,0.00869,0.0164,0.0693,0.535,0.115,0.0
458,28.03333333333333,0.0944,0.00417,0.00566,0.0432,0.966,0.595,0.0
136,21.4,0.0699,0.00865,0.0283,0.039,1.33,0.628,0.0
690,81.33333333333333,0.0144,0.00678,0.087,0.0702,0.862,0.078,0.0
379,55.33333333333333,0.0369,0.008409999999999999,0.083,0.0255,1.11,0.742,0.0
704,108.33333333333331,0.0376,0.00055,0.0345,0.0994,0.513,0.984,0.0
22,42.0,0.0347,0.000376,0.0883,0.0635,1.46,0.87,0.0
711,21.96666666666667,0.0682,0.00593,0.0115,0.0362,0.581,0.6559999999999999,0.0
468,86.66666666666669,0.0169,0.005529999999999999,0.0984,0.0305,1.39,0.8,0.0
277,118.33333333333331,0.0496,0.0092,0.068,0.0272,0.59,0.8,0.0
285,71.0,0.0595,0.00728,0.0906,0.0491,1.37,0.7140000000000001,0.0
472,45.0,0.039,0.00494,0.0411,0.0307,0.8759999999999999,0.738,0.0
271,88.33333333333331,0.0194,0.00406,0.0399,0.0627,1.33,0.705,0.0
427,84.33333333333331,0.0817,0.0008380000000000001,0.0637,0.0912,1.42,0.923,0.0
751,53.33333333333334,0.094,0.000187,0.0577,0.0467,0.506,0.57,0.28300000000000003
282,58.33333333333333,0.0649,0.00901,0.026000000000000002,0.0594,0.949,0.115,0.0
421,24.666666666666664,0.0253,0.0069900000000000006,0.0321,0.0487,0.903,0.066,0.0
221,29.699999999999992,0.0645,0.00489,0.0919,0.0487,0.737,0.701,0.0
782,66.99999999999999,0.0325,0.00333,0.0949,0.0397,1.16,0.82,0.0
321,111.33333333333331,0.0742,0.00469,0.0592,0.0488,1.33,0.833,0.0
440,80.33333333333333,0.0883,0.0007559999999999999,0.00863,0.0451,0.929,0.804,0.0
373,83.66666666666666,0.09699999999999999,0.00439,0.011000000000000001,0.0326,1.13,0.726,0.0
120,109.0,0.0474,0.00962,0.0487,0.0687,1.02,0.693,0.0
81,110.66666666666666,0.0603,0.0034,0.0223,0.0455,0.659,0.82,0.0
771,30.83333333333333,0.0289,0.008329999999999999,0.0717,0.0403,0.815,0.6890000000000001,0.0
13,76.33333333333333,0.0343,0.00906,0.0231,0.0559,0.5870000000000001,0.6809999999999999,0.0
505,55.66666666666666,0.0749,0.00877,0.0147,0.0768,0.626,0.053,0.0
457,68.0,0.0998,0.00922,0.0315,0.0717,1.2,0.09,0.0
762,101.0,0.0913,0.0043,0.0453,0.0356,0.536,0.8240000000000001,0.0
753,101.66666666666666,0.0504,0.00476,0.0193,0.0485,1.25,0.779,0.0
161,119.66666666666666,0.0329,0.00808,0.09699999999999999,0.061,0.805,0.71,0.0
767,103.66666666666666,0.0292,0.00981,0.0199,0.046,0.755,0.726,0.0
239,53.00000000000001,0.022000000000000002,0.006490000000000001,0.027000000000000003,0.0725,0.565,0.062,0.0
380,53.33333333333334,0.0868,0.00215,0.0964,0.0744,1.43,0.685,0.0
525,50.66666666666667,0.0608,0.00232,0.0563,0.0373,1.33,0.804,0.0
553,18.3,0.08900000000000001,0.00426,0.0422,0.049,0.8420000000000001,0.057,0.0
441,108.0,0.0524,0.00397,0.0503,0.0668,0.715,0.73,0.0
560,53.00000000000001,0.0155,0.00628,0.0387,0.0361,0.504,0.7340000000000001,0.0
587,118.66666666666666,0.0745,0.00248,0.0566,0.073,1.24,0.7709999999999999,0.0
196,114.33333333333331,0.048,0.00563,0.0246,0.0897,1.13,0.086,0.0
192,8.5,0.0896,0.00505,0.0784,0.0327,1.32,0.636,0.0
165,102.0,0.013000000000000001,0.00942,0.0206,0.057999999999999996,1.49,0.6890000000000001,0.0
106,116.0,0.0901,0.00122,0.0036,0.0259,1.16,0.615,0.0
16,88.66666666666669,0.0685,0.00367,0.0633,0.0257,1.22,0.5539999999999999,0.271
557,94.0,0.0476,0.00577,0.0267,0.0341,1.19,0.767,0.0
330,43.33333333333334,0.0258,0.00236,0.076,0.0554,1.29,0.7509999999999999,0.0
482,69.66666666666666,0.0982,0.00266,0.0788,0.0457,0.8240000000000001,0.8370000000000001,0.0
500,70.0,0.0349,0.00249,0.0217,0.0525,1.23,0.8,0.0
686,68.66666666666666,0.0217,0.00152,0.00607,0.0335,1.16,0.615,0.0
406,51.33333333333334,0.0109,0.006659999999999999,0.0304,0.0479,0.644,0.705,0.0
586,116.66666666666666,0.0868,0.00921,0.031,0.0851,1.33,0.103,0.0
93,102.33333333333331,0.0458,0.0020800000000000003,0.0124,0.0601,0.679,0.8370000000000001,0.0
434,57.66666666666666,0.063,0.00191,0.0191,0.032,0.86,0.779,0.0
83,64.33333333333333,0.0247,0.00773,0.0211,0.0553,1.3,0.652,0.0
665,109.66666666666669,0.0806,0.000426,0.0294,0.0828,0.935,1.038,0.0
694,57.66666666666666,0.026000000000000002,0.00743,0.0684,0.0525,0.8370000000000001,0.718,0.0
415,117.66666666666666,0.0454,0.0028,0.0618,0.0685,1.27,0.853,0.0
574,85.66666666666666,0.0628,0.0040100000000000005,0.0232,0.0885,1.48,0.057,0.0
572,32.96666666666667,0.0988,0.00256,0.0258,0.0605,1.18,0.123,0.086
718,87.33333333333334,0.0705,0.00479,0.0123,0.0879,0.961,0.07,0.0
323,59.33333333333333,0.0442,0.000211,0.0152,0.0724,0.735,0.931,0.0
358,44.66666666666666,0.0312,0.0016300000000000002,0.0638,0.0449,0.89,0.82,0.0
69,92.66666666666666,0.0561,0.00193,0.0517,0.0803,0.915,0.8740000000000001,0.0
516,80.33333333333333,0.0414,0.00957,0.0040100000000000005,0.035,0.875,0.66,0.0
511,72.99999999999999,0.0611,0.00144,0.0924,0.0459,1.43,0.882,0.0
341,76.0,0.0308,0.00868,0.0131,0.0523,1.18,0.677,0.0
222,88.66666666666669,0.0945,0.00313,0.0732,0.0773,1.29,0.804,0.0
732,100.0,0.0869,0.005370000000000001,0.0451,0.0377,1.01,0.8,0.0
147,36.0,0.0877,0.00902,0.0181,0.0367,1.37,0.669,0.0
290,119.33333333333334,0.0397,0.00458,0.0507,0.0355,0.995,0.833,0.0
29,49.99999999999999,0.0523,0.00663,0.0273,0.0447,0.669,0.71,0.0
114,24.46666666666667,0.0992,0.00542,0.0743,0.0293,0.8640000000000001,0.718,0.0
510,102.0,0.0537,0.0064,0.0219,0.0422,1.05,0.763,0.0
635,100.0,0.0385,0.00918,0.0661,0.0287,0.998,0.775,0.0
763,105.33333333333334,0.0927,0.00343,0.063,0.092,0.638,0.062,0.0
177,48.33333333333334,0.0965,0.0073700000000000015,0.0588,0.0288,0.52,0.738,0.0
169,97.33333333333331,0.0811,0.00481,0.0505,0.0262,0.665,0.841,0.0
348,18.500000000000004,0.019,0.00419,0.024,0.0368,1.03,0.677,0.0
377,90.0,0.013999999999999999,0.00293,0.0916,0.0736,1.06,0.6970000000000001,0.0
597,13.833333333333332,0.05,0.00732,0.028999999999999998,0.0308,1.15,0.648,0.0
687,77.66666666666666,0.0246,0.00425,0.0576,0.0778,0.933,0.057,0.0
672,119.66666666666666,0.0494,0.00184,0.062,0.0578,0.8809999999999999,0.927,0.0
776,18.6,0.0791,0.00414,0.0263,0.031,1.01,0.693,0.0
190,119.66666666666666,0.0335,0.000583,0.057999999999999996,0.0741,0.87,1.013,0.0
137,60.66666666666666,0.0502,0.00298,0.0279,0.0805,1.03,0.053,0.0
448,15.966666666666665,0.0804,0.00383,0.00624,0.038,1.11,0.435,0.0
662,84.0,0.0112,0.00231,0.0686,0.0448,0.893,0.845,0.0
255,68.33333333333333,0.057,0.00578,0.0521,0.0638,0.544,0.71,0.0
695,117.33333333333331,0.0983,0.00444,0.0937,0.0282,1.05,0.5579999999999999,0.29100000000000004
291,103.0,0.0105,0.00939,0.0861,0.0495,1.28,0.767,0.0
740,65.66666666666666,0.0863,0.0075299999999999985,0.0212,0.0465,1.1,0.71,0.0
667,20.83333333333333,0.0664,0.0007639999999999999,0.0137,0.0337,0.985,0.595,0.0
233,65.0,0.0543,0.00186,0.0154,0.0808,0.7829999999999999,0.078,0.0
33,91.0,0.094,0.00227,0.0759,0.0345,1.28,0.865,0.0
88,24.83333333333333,0.0174,0.00399,0.0114,0.0262,0.747,0.525,0.0
44,83.00000000000001,0.0167,0.00851,0.0995,0.0379,0.851,0.7709999999999999,0.0
342,104.66666666666666,0.0783,0.00116,0.0387,0.0915,0.7440000000000001,0.939,0.0
61,107.66666666666666,0.0727,0.00913,0.0962,0.0639,1.47,0.7509999999999999,0.0
752,52.0,0.0651,0.00188,0.0739,0.055999999999999994,1.47,0.8240000000000001,0.0
200,49.0,0.0193,0.00894,0.0363,0.0481,1.44,0.669,0.0
430,88.0,0.0222,0.0008470000000000001,0.0656,0.0732,0.908,0.956,0.0
589,37.00000000000001,0.0546,0.000343,0.0948,0.0653,1.22,0.7829999999999999,0.025
395,75.66666666666666,0.0752,0.00937,0.0869,0.033,1.14,0.763,0.0
298,31.766666666666666,0.0793,0.00017,0.0203,0.0649,1.01,0.878,0.0
73,109.33333333333331,0.0225,0.00778,0.0397,0.0258,1.34,0.775,0.0
394,82.0,0.0191,0.00722,0.047,0.0657,1.17,0.119,0.0
550,113.66666666666666,0.0163,0.00434,0.0356,0.0798,0.76,0.115,0.0
583,58.66666666666666,0.0787,0.00228,0.0299,0.0456,1.02,0.8079999999999999,0.0
544,94.66666666666666,0.0301,0.00272,0.0884,0.0537,1.19,0.878,0.0
673,98.33333333333334,0.0817,0.00784,0.0436,0.0476,0.542,0.7709999999999999,0.0
657,28.566666666666666,0.023,0.00782,0.0703,0.0314,0.981,0.701,0.0
754,72.33333333333333,0.0613,0.00872,0.0555,0.067,0.767,0.103,0.0
218,92.33333333333331,0.0879,0.0074,0.0138,0.0333,1.24,0.7340000000000001,0.0
541,93.0,0.0526,0.00485,0.0378,0.0728,1.06,0.71,0.0
652,28.5,0.0784,0.000814,0.00319,0.0256,1.4,0.39,0.0
422,98.66666666666666,0.0763,0.00283,0.0575,0.0847,0.866,0.763,0.0
139,116.0,0.0815,0.00867,0.0854,0.0405,1.4,0.792,0.0
213,87.33333333333334,0.0385,0.0016600000000000002,0.0188,0.054000000000000006,0.79,0.845,0.0
705,104.66666666666666,0.0209,0.0021,0.0728,0.0866,0.7,0.8079999999999999,0.0
661,55.0,0.0373,0.0059,0.0983,0.0623,0.733,0.201,0.115
682,64.66666666666667,0.0747,0.00355,0.025,0.0733,1.12,0.09,0.0
722,69.66666666666666,0.0465,0.00194,0.0381,0.0749,0.8220000000000001,0.7879999999999999,0.0
235,58.99999999999999,0.0371,0.00992,0.0122,0.0643,0.649,0.09,0.0
67,88.0,0.0437,0.006790000000000001,0.0519,0.0306,1.24,0.775,0.0
24,86.33333333333331,0.0999,0.000863,0.0245,0.0978,1.04,0.664,0.0
382,86.33333333333331,0.0552,0.0016600000000000002,0.0327,0.0352,0.73,0.845,0.0
217,115.33333333333331,0.0807,0.000921,0.00154,0.08900000000000001,0.619,0.8,0.0
130,96.0,0.0973,0.0035,0.0962,0.0691,0.992,0.742,0.0
350,56.33333333333333,0.0143,0.0034200000000000003,0.0477,0.0612,1.07,0.738,0.0
111,90.33333333333331,0.0142,0.00924,0.00847,0.026000000000000002,1.45,0.5870000000000001,0.0
167,47.66666666666666,0.0846,0.000731,0.0317,0.0527,0.705,0.845,0.0
208,9.533333333333337,0.1,0.000822,0.0748,0.0438,1.07,0.6729999999999999,0.0
439,51.0,0.0235,0.0037,0.0401,0.0409,1.03,0.763,0.0
556,53.66666666666667,0.02,0.00952,0.0617,0.0319,1.16,0.722,0.0
275,27.366666666666664,0.0253,0.00351,0.0326,0.0495,0.8590000000000001,0.6559999999999999,0.0
669,105.33333333333334,0.0457,0.00481,0.094,0.0417,0.753,0.8490000000000001,0.0
595,38.33333333333333,0.0887,0.00529,0.0524,0.0646,0.6579999999999999,0.057,0.0
628,32.300000000000004,0.067,0.00064,0.0398,0.0635,1.22,0.8370000000000001,0.0
527,116.66666666666666,0.0153,0.00665,0.0257,0.0953,0.74,0.066,0.0
288,54.0,0.0751,0.00587,0.0204,0.076,0.8859999999999999,0.062,0.0
471,79.66666666666667,0.0299,0.00284,0.0321,0.0634,1.24,0.792,0.0
327,108.66666666666664,0.0871,0.00609,0.0348,0.039,1.23,0.787,0.0
121,103.33333333333331,0.0814,0.00335,0.0721,0.0391,0.845,0.861,0.0
509,66.33333333333334,0.0327,0.0049700000000000005,0.0364,0.0579,1.38,0.677,0.0
229,102.33333333333331,0.0451,0.00496,0.0414,0.0545,1.5,0.755,0.0
599,49.0,0.036000000000000004,0.00157,0.0747,0.068,1.12,0.82,0.0
447,105.0,0.0282,0.00298,0.0881,0.0597,0.759,0.882,0.0
117,58.66666666666666,0.0527,0.00811,0.00838,0.0329,1.45,0.632,0.0
466,114.33333333333331,0.0717,0.008709999999999999,0.08,0.027000000000000003,0.901,0.804,0.0
25,69.33333333333334,0.0166,0.00842,0.0504,0.0632,0.598,0.111,0.0
110,28.2,0.015,0.00285,0.0643,0.0512,0.7120000000000001,0.71,0.0
150,96.33333333333334,0.059000000000000004,0.0094,0.0129,0.027999999999999997,0.826,0.726,0.0
153,77.0,0.0808,0.00103,0.0447,0.0753,1.07,0.8,0.0
530,81.0,0.0417,0.00717,0.0631,0.0605,1.35,0.718,0.0
